Unnamed: 0,id,lyrics,is_english,genres_list,popularity,release_date,artist_id,artist_name,artist_popularity,artist_followers,artist_picture_url
571,0bYg9bo50gSsH3LtXe2SQn,i don t want a lot for christmas there is just one thing i need i don t care about the presents underneath the christmas tree i just want you for my own more than you could ever know make my wish come true all i want for christmas is you yeah i don t want a lot for christmas there is just one thing i need don t care about the presents underneath the christmas tree i don t need to hang my stocking there upon the fireplace santa claus won t make me happy with a toy on christmas day i just want you for my own more than you could ever know make my wish come true all i want for christmas is you you baby oh i won t ask for much this christmas i won t even wish for snow i m just gonna keep on waiting underneath the mistletoe i won t make a list and send it to the north pole for saint nick i won t even stay awake to hear those magic reindeer click cause i just want you here tonight holding on to me so tight what more can i do oh baby all i want for christmas is you you baby oh all the lights are shining so brightly everywhere and the sound of children s laughter fills the air and everyone is singing i hear those sleigh bells ringing santa won t you bring me the one i really need won t you please bring my baby to me  oh i don t want a lot for christmas this is all i m asking for i just wanna see my baby standing right outside my door oh i just want you for my own more than you could ever know make my wish come true oh baby all i want for christmas is you you baby all i want for christmas is you baby all i want for christmas is you baby all i want for christmas is you baby all i want for christmas is you baby all i want for christmas is you baby 110,True,,,,,,,,
572,6dGY6nCALrsp60pWgiUUr6,taste this peace it will make you weak in the knees make you want to plant unity with all your apple seeds we re going to mix a mixture to create a portrait picture organic natural visions that will taste real sweet traveling bhodisattvas transform madness into an opera oh the sky is falling but there is plenty of room to breath a moonshine conspiracy the beauty it brings joy to me all this untapped energy it makes me feel so free with the stars out we got everything that can save us with my window down i ve found my way to my haven i m a beautiful lunatic a howl at the moon until the lunar eclipse and i sip from the wine my father gave me i m willing to take all this pain from my feet i ve walked everywhere in these shoes looking for you following the stars above following the scent of love it s all true it s all true i m just an orphan of the sky who and what and when and why there s no proof there s no proof on this plain everything is rearranged see we co exist with love and that will never ever change well the grass grows when the music flows don t you know this feeling will put you right at home the connection not to mention it has such a good intention the spider met the blossom well he showed so much affection oh my friends i send you my good prayers if you ever need a lift to heaven you can take my stairs,True,,,,,,,,
573,6BNOecKOqIE9G1n1xsx5g6,know all about yeah bout your reputation and now it s bound to be a heartbreak situation but i can t help it if i m helpless every time that i m where you are you walk in and my strength walks out the door say my name and i can t fight it anymore oh i know i should go but i need your touch just too damn much loving you that isn t really something i should do shouldn t wanna spend my time with you yeah well i should try to be strong but baby you re the right kind of wrong yeah baby you re the right kind of wrong might be a mistake a mistake i m makin but what you re givin i am happy to be takin cause no one s ever made me feel the way i feel when i m in your arms they say you re something i should do without they don t know what goes on when the lights go out there s no way to explain all the pleasure is worth all the pain loving you that isn t really something i should do yeah shouldn t wanna spend my time with you yeah well i should try to be strong but baby you re the right kind of wrong yeah baby you re the right kind of wrong i should try to run but i just can t seem to cause every time i run you re the one i run to can t do without what you do to me i don t care if i m in too deep yeah know all about yeah bout your reputation and now it s bound to be a heartbreak situation but i can t help it if i m helpless every time that i m where you are you walk in and my strength walks out the door say my name and i can t fight it anymore oh i know i should go but i need your touch just too damn much yeah  loving you yeah isn t really something i should do i shouldn t wanna spend my time with you yeah well i should try to be strong but baby you re the right kind of wrong baby you re the right kind of wrong baby you re the right kind of wrong yeah baby you re the right kind of wrong,True,,,,,,,,
574,1IpYDWB31L1CxDQZztadSi,lonely i m mr lonely i have nobody for my own i m so lonely i m mr lonely i have nobody for my own i am so lonely yo this one here goes out to all my players out there man ya know that got that one good girl lord that s always been there like took all the bullshit then one day she can t take it no more and decide to leave yeah i woke up in the middle of the night and i noticed my girl wasn t by my side coulda sworn i was dreamin for her i was feenin so i had to take a little ride backtracking over these few years tryin ta figure out what i do to make it go bad cause ever since my girl left me my whole life came crashing and i m so i m so lonely i m mr lonely i have nobody for my own i m so lonely i m mr lonely i have nobody for my own i am so lonely can t believe i had a girl like you and i just let you walk right outta my life after all i put you through you still stuck around and stayed by my side what really hurt me is i broke your heart baby you re a good girl and i had no right i really wanna make things right cause without you in my life girl i m so i m so lonely i m mr lonely i have nobody for my own i m so lonely i m mr lonely i have nobody for my own i am so lonely been all about the world ain t never met a girl that can take the things that you been through never thought the day would come where you d get up and run and i would be out chasing you cause ain t nowhere in the globe i d rather be ain t no one in the globe i d rather see than the girl of my dreams that made me be so happy but now so lonely i m so lonely i m mr lonely i have nobody for my own i m so lonely i m mr lonely i have nobody for my own i am so lonely never thought that i d be alone i didn t think you d be gone this long i just want you to call my phone so stop playing girl and come on home baby girl i didn t mean to shout i want me and you to work it out i had never wished to ever hurt my baby and it s drivin me crazy cause i m so i m so lonely i m mr lonely i have nobody for my own i m so lonely i m mr lonely i have nobody for my own i am so lonely so lonely so lonely mr lonely so lonely so lonely so lonely so lonely mr lonely,True,,,,,,,,
575,4JYyMs7TpnRXmXvRi1XhXy,i was trying to find my way home but all i heard was a drone bouncing off a satellite crushing the last lone american night this is radio nowhere is there anybody alive out there this is radio nowhere is there anybody alive out there i was spinning around a dead dial just another lost number in a file dancing down a dark hole just searching for a world with some soul this is radio nowhere is there anybody alive out there this is radio nowhere is there anybody alive out there is there anybody alive out there i just want to hear some rhythm i just want to hear some rhythm i just want to hear some rhythm i just want to hear some i want a thousand guitars i want pounding drums i want a million different voices speaking in tongues this is radio nowhere is there anybody alive out there this is radio nowhere is there anybody alive out there is there anybody alive out there  i was driving through the misty rain just a searching for a mystery train bopping through the wild blue trying to make a connection with you this is radio nowhere is there anybody alive out there this is radio nowhere is there anybody alive out there is there anybody alive out there i just want to hear some rhythm i just want to hear some rhythm i just want to hear your rhythm i just want to hear your rhythm i just want to hear your rhythm i just want to hear your rhythm i just want to hear your rhythm i just want to hear your rhythm,True,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",0.0,2007-10-02,3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,79.0,5232286.0,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf7cac48c6b587b927ba73f4e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f7cac48c6b587b927ba73f4e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f7cac48c6b587b927ba73f4e', 'width': 160}]"
576,2YmvotXFcawQhxcPeHmKYV,i walked down slammed the door couldn t take it anymore lost my cool made her cry guess that when it rains it pours didn t want her eyes to see my tears so i disappeared now i regret the way i left drove back to the house tried to fix this she was gone my moment i missed it i didn t see how i had it so good now i wish i could tell her that i can t sleep that i need her next to me tell her that i m a mess and it s getting hard to breathe that i must ve called a hundred times and she won t pick up perdóname gotta tell her that perdóname perdóname big brown eyes long black hair anyone would stop and stare i don t know where else to go i ve been searching everywhere so if you see her walking by tell her that i m missing her face 24 hours a day i didn t see how i had it so good now i wish i could tell her that i can t sleep that i need her next to me tell her that i m a mess and it s getting hard to breathe that i must ve called a hundred times and she won t pick up perdóname gotta tell her that  perdóname perdóname oh oh oh oh ooh oh oh oh ooh oh oh oh oh ooh oooohh tell her that i can t sleep that i need her next to me tell her that i m a mess and it s getting hard to breathe that i must ve called a hundred times and she won t pick up perdóname gotta tell her that perdóname perdóname tell her that i can t sleep that i need her next to me tell her that i m a mess and it s getting hard to breathe perdóname perdóname perdóname perdóname ,True,,,,,,,,
577,209gZgcfLq2aUuu51vOWBl,bless them mr dj make the music play make the gyal them swing everyday make them sing even if i know it s wrong hope the dj plays our song so you can find me and dance behind me you love how i dip and wine with you it happens every time my body s lonely for you only something about you got me sweatin sweatin baby i ma drive you loco loco now you got my body shakin shakin i wanna dance with you all night hey dj póngale la música que le gusta una para que se mueva y se luzca y baile conmigo sólo conmigo hey hey dj come and play the music i know she likes it gotta see her moving got to keep dancing only with me yeah only with me yeah eh i ll give you what you want you want you want but you gon fall in love in love in love so tell me what you want you want you want cause you gon fall for me baby ponme el reggaeton pero full pa pasarla cool hay muchas en la discoteca pero sólo me gustas tú solamente tú yo me imagino en la playa contigo en un cielo azul sobre la arena tu piel canela entramo en calor vale la pena contigo nena se pasa mejor  something about you got me sweatin sweatin baby i ma drive you loco loco now you got my body shakin shakin i wanna dance with you all night hey dj póngale la música que le gusta una para que se mueva y se luzca y baile conmigo sólo conmigo hey hey dj come and play the music i know she likes it gotta see her moving got to keep dancing only with me yeah only with me yeah eh well what she tell me say there ain t no place she d rather be she dash away the press and the media all top celebrity only me give the gyal love properly only me give the gyal loving endlessly me give her all of me energy so mr dj turn up the sound make she move her body only me give the gyal love properly only me give the gyal loving endlessly hey dj póngale la música que le gusta una para que se mueva y se luzca y baile conmigo sólo conmigo hey hey dj come and play the music i know she likes it gotta see her moving got to keep dancing only with me yeah only with me yeah eh only with me only with me hey yeah only with me ah ha eh 1,True,,,,,,,,
578,4nVyHATevhl5RC6Qmoko5H,wooo one love one love enrique iglesias haha pitbull y all know what time it is we go set it off tonight just go set the club on fire just go enrique holla at them like girl please excuse me if i m coming too strong but tonight is the night we can really let it go my girlfriend s out of town and i m all alone your boyfriend s on vacation and he doesn t have to know no oh oh oh oh no one can do the things i m gonna wanna do to you no oh oh oh oh shout it loud scream it loud let me hear you go baby i like it the way you move on the floor baby i like it come on and give me some more oh yes i like it screaming like never before baby i like it i i i like it party karamu fiesta forever girl please excuse me if i m misbehaving oh i m tryna keep my hands off but you re begging me for more round round round give a low low low let the time time pass cause we re never getting old no oh oh oh oh no one can do it better turn around i ll give you more no oh oh oh oh shout it loud scream it loud let me hear you go  baby i like it the way you move on the floor baby i like it come on and give me some more oh yes i like it screaming like never before baby i like it i i i like it go dj that s my dj i m a miami boy you know how we play i ain t playing with you but i wanna play with you give me got me good now watch me it s a different species get me in dc let s party on the white house lawn tiger woods times jesse james equals pitbull all night long pick up barack and michelle and let them know that it s on pa fuera pa la calle dale mamita tirame ese baile dale mamita tirame ese baile i see you watching me you see me watching you i love the way you move i like them things you do like don t stop baby don t stop baby just keep on shaking along i won t stop baby won t stop baby until you get enough party karamu fiesta forever baby i like it the way you move on the floor baby i like it come on and give me some more oh yes i like it screaming like never before baby i like it i i i like it baby i like it the way you move on the floor baby i like it come on and give me some more oh yes i like it screaming like never before baby i like it i i i like it party karamu fiesta forever oh yes i like it oh yes i like it party karamu fiesta forever oh yes i like it12,True,"['latin pop', 'mexican pop']",65.0,2010-01-01,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,77.0,11024757.0,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2335f74de53ef9b9fd7889c8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742335f74de53ef9b9fd7889c8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782335f74de53ef9b9fd7889c8', 'width': 160}]"
579,2GICtNjlmq5w1XIQ9s0D9y,girl you know that i ll do anything to know a little more than just your name only thing i know is you re too fine and i would like to leave with you tonight girl you know that i ll do anything to know a little more than just your name only thing i know is you re too fine and i would like to leave with you tonight what s your name mamacita my sweet señorita so hot that you giving me the fever so sexy muy bonita you ll make a non believer a believer trust me girl you and me that is what it s gotta be i give you everything you need make you weak in your knees you the baddest one i ever seen tell me how you fit that in them jeans oyeme así así baby i can finally see girl you re so perfect to me you ll remember this night of pleasure i need you to come now with me girl you know that i ll do anything to know a little more than just your name only thing i know is you re too fine and i would like to leave with you tonight want more than just your name from where you came looking at you through me ray ban frames them girl a dime but girl you not the same it s not you it s your mother me blame me want tell you straight let me explain keep it a hundred come ride on the wave come through your tunnel up in my train just cause me flyer than a plane you gon call me papi i ll make your body happy every time that you call me you know that i ll take care of you you gon call me papi i ll make your body happy every time that you call me you know i want you baby  girl you know that i ll do anything to know a little more than just your name only thing i know is you re too fine and i would like to leave with you tonight girl you know that i ll do anything to know a little more than just your name only thing i know is you re too fine and i would like to leave with you tonight girl you know that i ll do anything to know a little more than just your name only thing i know is you re too fine and i would like to leave with you tonight n i c k nicky nicky nicky jam saga whiteblack la industria inc3,True,,,,,,,,
580,3ZFTkvIE7kyPt6Nu3PEa7V,ladies up in here tonight no fighting no fighting no fighting shakira shakira i never really knew that she could dance like this she make a man wanna speak spanish cómo se llama bonita mi casa su casa oh baby when you talk like that you make a woman go mad so be wise and keep on reading the signs of my body no fighting i m on tonight you know my hips don t lie and i m starting to feel it s right all the attraction the tension don t you see baby this is perfection hey girl i can see your body moving and it s driving me crazy and i didn t have the slightest idea until i saw you dancing that when you walk up on the dance floor nobody cannot ignore the way you move your body girl and everything s so unexpected the way you right and left it so you can keep on shaking it i never really knew that she could dance like this she make a man wanna speak spanish cómo se llama bonita mi casa su casa oh baby when you talk like that you make a woman go mad so be wise and keep on reading the signs of my body no fighting  i m on tonight you know my hips don t lie and i m starting to feel you boy come on let s go real slow don t you see baby así es perfecto they know i m on tonight my hips don t lie and i m starting to feel it s right all the attraction the tension don t you see baby this is perfection oh boy i can see your body moving half animal half man i don t don t really know what i m doing but you seem to have a plan my will and self restraint have come to fail now fail now see i m doing what i can but i can t so you know that s a bit too hard to explain baila en la calle de noche baila en la calle de día baila en la calle de noche baila en la calle de día i never really knew that she could dance like this she make a man wanna speak spanish cómo se llama bonita mi casa su casa oh baby when you talk like that you know you got me hypnotized so be wise and keep on reading the signs of my body señorita feel the conga let me see you move like you come from colombia yeah oh yeah ladies sí mira en barranquilla se baila así say it en barranquilla se baila así yeah she s so sexy every man s fantasy a refugee like me back with the fugees from a third world country i go back like when pac carried crates for humpty humpty we leave the whole club jazzy why the cia wanna watch us it s the colombians and haitians i ain t guilty it s a musical transaction bo bop so bop no more do we snatch ropes refugees run the seas cause we own our own boats boats i m on tonight my hips don t lie and i m starting to feel you boy come on let s go real slow baby like this is perfecto oh you know i m on tonight my hips don t lie and i m starting to feel it s right the attraction the tension baby like this is perfection no fighting no fighting82,True,,,,,,,,
581,3VgLQi51JI6avrVmP9lL4B,súbeme la radio sun shine and the rain in the my tra tráeme el alcohol there pon me yard like staying yeah yeah súbeme la radio que esta es mi canción siente el bajo que va subiendo time will heal it but now we feel it turn up the music and run pain away súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol i wanna you forever tonight like you don t feel it i should look at you better but i still can t believe just give me that can i have a hand to move on i am drinking from this bottles cause i can t take it normal hear me i tell you alright then girl yo night fall i mma always a feel away baby girl cause mi look me no see your face remember the days when we would blaze and everything was amazing súbeme la radio que esta es mi canción siente el bajo que va subiendo time will heal it but now we feel it turn up the music and run pain away  súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol my body on your body my heart gets you hard but when i gonna touch you i just wake up in the dark you gotta know that i miss you i can never forget you girl i know i gotta let it go but i wish that was real súbeme la radio que esta es mi canción siente el bajo que va subiendo time will heal it but now we feel it turn up the music and run pain away súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol tell you this make your body turn twist make your remanence baby girl cause you no say me never miss girl you gone on me life me ah pay a this oh me and you turning to enemies sunshine and me life deh memories to get you back inna me yard that swear its i swear its baby girl you are drain out mi energies yo no te miento todavía te espero sabes bien que te quiero no sé vivir sin ti yo no te miento todavía te espero sabes bien que te quiero no sé vivir sin ti súbeme la radio que esta es mi canción siente el bajo que va subiendo time will heal it but now we feel it turn up the music and run pain away súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol súbeme la radio sun shine and the rain in the my tra tráeme el alcohol there pon me yard like staying yeah yeah1,True,,,,,,,,
582,7hOfyNuj2dLc0HAEYVDIYS,i know you moved on i heard you re doing better without me girl this is driving me crazy can t you see what you re doing to me she let go she killed me when she said it was over now i m in the middle of nowhere and got no space to breathe i m missing you baby up all night going crazy now my angel can t save me oh no i m missing you baby up all night going crazy drinking my pain away girl i m not with you you re not with me and i don t like the way it feels esto no me gusta esto no me gusta girl i m not with you you re not with me and i don t like the way this feels esto no me gusta esto no me gusta can t take the pain can t take the hurt i wish that i could turn back time and say i love you i d do anything to make it work oh cause even through the times they tried to hate on us the only thing that mattered to me was our love never will i stop i ll never get enough i m missing you baby up all night going crazy now my angel can t save me oh no i m missing you baby up all night going crazy drinking my pain away  girl i m not with you you re not with me and i don t like the way it feels esto no me gusta esto no me gusta girl i m not with you you re not with me and i don t like the way this feels esto no me gusta esto no me gusta i know they say that you re moving on but i m begging you please don t go no i don t wanna let you go oh no huh yeah you know that i want you back baby i love you to the max from here to the moon and back girl i m not with you you re not with me and i don t like the way it feels esto no me gusta esto no me gusta girl i m not with you you re not with me and i don t like the way it feels esto no me gusta oh yeah oh no dicen que no sabe lo que tiene hasta que lo pierde pero vale la pena luchar por lo que uno quiere y hacer el intento n i c k nicky jam enrique iglesias haciendo historia saga white black y te pido perdon2,True,,,,,,,,
583,0zAK46czrFfWH0SBGFCV2W,i know we re no longer together and you moved on with another not a day goes by that i don t miss your face you can be warm under the covers we make love and like no other i regret not doing more than make you stay so if the world is getting heavy and you feel the need to call me never doubt it i ll always be right here if i had the chance to bring you back to me i would do it in a heartbeat never doubt it i ll always be right here as much as i pretend i can t forget the day you left you re the air i breathe my life was in your kiss my breath in your lips so how do i live if baby you re the air i breathe oye mami we can t help without feeling you owe me holding the pillow but pretending is your body it s like i m drowning underwater with my insights this the kind of pain that makes a man cry holding it and keeping it cool so i be steady on my rack i keep my mind over you but it ain t working i m missing you like a drug it s like i can t get back the air of my lungs that s why i m telling lady no matter how far wherever you are i m waiting for you i don t wanna i don t wanna let go lady no matter how far wherever you are i m waiting for you i don t wanna i don t wanna let go  as much as i pretend i can t forget the day you left you re the air i breathe my life was in your kiss my breath in your lips so how do i live if baby you re the air i breathe so if the world is getting heavy and you feel the need to call me never doubt it i ll always be right here if i had a chance to bring you back to me i would do it in a heartbeat never doubt it i ll always be right here as much as i pretend i can t forget the day you left you re left you the air i breathe my life was in your kiss my breath in your lips so how do i live if baby you re the air i breathe ,True,,,,,,,,
584,5PB8zB1MOZASboLquvinMF,boy i can see the way you dance and move that body i know it s crazy but i feel like you could be the one that i ve been chasin in my dreams boy i can see you lookin at me like you want it oh usually i m like whatever but tonight the way you moving got me where i might it started when i looked in her eyes i got close and i m like bailemos eh la noche está para un reggaetón lento de esos que no se bailan hace tiempo yo sólo la miré y me gustó me pegué y la invité bailemos eh tonight we re dancing un reggaetón lento just get a little closer baby let go excuse me baby boy just had to dance with you now see there s nobody in here that comes close to you no your hands are on my waist my lips you wanna taste come muévete muévete muévete our bodies on fire we full of desire if you feel what i feel throw your hands up higher and to all the ladies all around the world go ahead and muévete muévete muévete it started when i looked in her eyes i got close and i m like bailemos eh la noche está para un reggaetón lento de esos que no se bailan hace tiempo yo sólo la miré y me gustó me pegué y la invité bailemos eh tonight we re dancing un reggaetón lento just get a little closer baby let go and girl you know i like you when you take it to the floor i know you like this reggaetón lento this ain t stopping baby til i say so come get come get some more ahh  oh woah boy i wish that this could last forever cause every second by your side is heaven oh come give me that give me that boom boom boom oh i told ya baby you baby you get me hotter loving made me sick made me sick you my doctor don t you know you re playing with fire tonight can we get it right here one more time bailemos eh it started when i looked in her eyes i got close and i m like bailemos eh la noche está para un reggaetón lento de esos que no se bailan hace tiempo yo sólo la miré y me gustó me pegué y la invité bailemos eh tonight we re dancing un reggaetón lento just get a little closer baby let go yo sólo la miré y me gustó me pegué y la invité bailemos eh la noche está para un reggaetón lento de esos que no se bailan hace tiempo it started when i looked in her eyes i got close and i m like bailemos eh tonight we re dancing un reggaetón lento just get a little closer baby let go jesy nelson muévete muévete eh eh eh báilalo báilalo tonight we re dancing un reggaetón lento let s get a little closer slow the tempo woah muévete muévete eh eh eh drop it low drop it low tonight we re dancing un reggaetón lento just get a little closer baby let s go oh 61,True,,,,,,,,
585,5Ujk0RUKPYapTn3q7WEyER,my book has more bookmarks than pages cos it take me ages or is everybody reading is everybody reading standing on a black ulster hill i never fear the chill cos everybody s holding everybody s holding i wouldn t swap the pain for never knowing you i wouldn t swap the pain it was worth it for the view my book has more bookmarks than pages cos it take me ages or is everybody reading is everybody reading of a sparkling medusa with snakes of cerise and blue and though we re all pillars of salt now it was worth is for the view i wouldn t swap the pain for never knowing you i wouldn t swap the pain cos it was worth it for the view we re still watching your rainbow through the shower and we still see you in every sunflower we re still watching i make days from the hours and i still see you in every sunflower every screaming sunflower and how they scream of you,True,,,,,,,,
586,4MloswMM3eu7dHZ7MOzW3i,do you know do you know do you know do you know what it feels like loving someone that s in a rush to throw you away do you know do you know do you know do ya do you know what it feels like to be the last one to know the lock on the door has changed do you know do you know do you know do ya if birds flying south is a sign of changes at least you can predict this every year love you never know the minute it ends suddenly i can t get it to speak maybe finding all the things it took to save us i could fix the pain that bleeds inside of me look in your eyes to see something about me i m standing on the edge and i don t know what else to give do you know what it feels like loving someone that s in a rush to throw you away do you know do you know do you know do ya do you know what it feels like to be the last one to know the lock on the door has changed do you know do you know do you know do ya how can i love you how can i love you how can i love you how can i love you if you just don t talk to me babe flowin through my head is the question is she needing another side of a man i cannot be looking at the last three years like i did i can never see us ending like this do you know seeing your face no more on my pillow is a scene that s never happened to me do you know but after this episode i don t see you could never tell how the next day life could be  do you know what it feels like loving someone that s in a rush to throw you away do you know do you know do you know do ya do you know what it feels like to be the last one to know the lock on the door has changed do you know do you know do you know do ya do you know what it feels like loving someone that s in a rush to throw you away do you know do you know do you know do ya do you know what it feels like to be the last one to know the lock on the door has changed do you know do you know do you know do ya do you know do you know do you know do you know do you know what it feels like loving someone that s in a rush to throw you away do you know do you know do you know do ya do you know what it feels like to be the last one to know the lock on the door has changed do you know do you know do you know do ya do you know what it feels like loving someone that s in a rush to throw you away do you know do you know do you know do ya do you know what it feels like to be the last one to know the lock on the door has changed do you know do you know do you know do ya do you know do you know do you know do ya do you know do you know do you know do ya 6,True,,,,,,,,
587,1OPk4IVEcWpct20nJt75FW,you come across as fraile take all your assumptions and make all your moves cause we we know that you re leavin we know that you re leavin and we tried so hard to show you we care but nothin seemed to break through to you to you if you wanna believe in me don t tell me your leavin please don t be leavin me cause where you are going is not where you need to be right now can i have your time to tell you about my strengths i can help you if you d like sometimes we need someone to hold out their hands and lift us back up i am here for you if you want me to if you wanna believe in me don t tell me your leavin please don t be leavin me cause where you are going is not where you need to be if you wanna put trust in me don t tell me your leavin please don t be leavin me cause where you are going is not where you need to be right now is it too late to save you to save you now is it too late to save you somehow is it too late to save you to save you now is it too late to save you somehow if you wanna believe in me don t tell me your leavin please don t be leavin me cause where you are going is not where you need to be if you wanna put trust in me don t tell me your leavin please don t be leavin me cause where you are going is not where you need to be right now,True,"['alternative pop rock', 'neon pop punk', 'pop emo']",8.0,2009-07-14,5E8EP2XI4VkHHUdhGTFKWK,The Scene Aesthetic,28.0,46435.0,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb08031f08f7745cebc3869c43', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517408031f08f7745cebc3869c43', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17808031f08f7745cebc3869c43', 'width': 160}]"
588,5XeSiH1cHcz1Lqzxj4qk5P,súbeme la radio sun shine and the rain in the my tra tráeme el alcohol there pon me yard like staying yeah yeah súbeme la radio que esta es mi canción siente el bajo que va subiendo time will heal it but now we feel it turn up the music and run pain away súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol i wanna you forever tonight like you don t feel it i should look at you better but i still can t believe just give me that can i have a hand to move on i am drinking from this bottles cause i can t take it normal hear me i tell you alright then girl yo night fall i mma always a feel away baby girl cause mi look me no see your face remember the days when we would blaze and everything was amazing súbeme la radio que esta es mi canción siente el bajo que va subiendo time will heal it but now we feel it turn up the music and run pain away  súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol my body on your body my heart gets you hard but when i gonna touch you i just wake up in the dark you gotta know that i miss you i can never forget you girl i know i gotta let it go but i wish that was real súbeme la radio que esta es mi canción siente el bajo que va subiendo time will heal it but now we feel it turn up the music and run pain away súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol tell you this make your body turn twist make your remanence baby girl cause you no say me never miss girl you gone on me life me ah pay a this oh me and you turning to enemies sunshine and me life deh memories to get you back inna me yard that swear its i swear its baby girl you are drain out mi energies yo no te miento todavía te espero sabes bien que te quiero no sé vivir sin ti yo no te miento todavía te espero sabes bien que te quiero no sé vivir sin ti súbeme la radio que esta es mi canción siente el bajo que va subiendo time will heal it but now we feel it turn up the music and run pain away súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol súbeme la radio sun shine and the rain in the my tra tráeme el alcohol there pon me yard like staying yeah yeah1,True,,,,,,,,
589,28ov70yrukmJDAFtiThdTS,maybe i should take that picture off the dashboard before her memory hits the brakes and takes the wheel yeah i bet she s still crying on that front porch yeah this time it s gonna take some time to heal cause i m on my way to tennessee singing georgia on my mind chasing what they say s a dream thinking maybe it ain t mine cause that girl s in every song i sing she s in every song i write and that six string ridin in her seat won t keep me warm tonight god what am i supposed to do there s more than miles in my rear view well i m headed north to what i swore i wanted and trying not to buy into my doubts but i just can t seem to keep myself from wondering why i m jealous of all them headlights headed south cause i m on my way to tennessee singing georgia on my mind chasing what they say s a dream thinking maybe it ain t mine cause that girl s in every song i sing she s in every song i write and that six string ridin in her seat won t keep me warm tonight god what am i supposed to do there s more than miles in my rear view yeah more than miles yeah i ve been changing lanes without my mirrors cause every time i look behind me i see her i think i just realized how much i need her so i m turning back for georgia stopping short of tennessee i can t put my dreams before her man i need her with me cause that girl s in every song i sing she s in every song i write and that six string ridin in her seat can sleep in the back tonight now i know what i m supposed to do yeah there s still more than miles in my rear view  more than miles yeah more than miles2,True,,,,,,,,
590,2EMZdlL93fIXeGeXP6IoK4,we look so good from the outside so good at this wrong that it feels right and i saw this coming with the time but nobody knows nobody knows and we tell ourselves just to tell ourselves not to tell ourselves that we re both in hell caught up in the darkness new light we look so good from the outside so damn good from the outside if all we do is think and miscommunicate well girl there ain t no use in breaking up and if you feel me when i say it then i ll just see you later cause there ain t no use in waiting up waiting up waiting on me girl waiting on me girl ohh i just can t stand to see you happy more than i love to see you sad i used to say you were there for me now i wish that you would run from me then maybe i wouldn t feel so bad and we tell ourselves uh just to tell ourselves not to tell ourselves that this little old game we play we play so we don t give ourselves away cause we look so good from the outside so damn good from the outside if all we do is think and misscomunicate well girl there ain t no use in breaking up and if you feel me when i say it then i ll just see you later cause there ain t no use in waiting up waiting up waiting on me waiting on me girl waiting on me girl oh yeah miscommunicate oh yeah miscommunicate if all we do is think and misscomunicate well girl there ain t no use in breaking up and if you feel me when i say it then i ll just see you later cause there ain t no use in waiting up waiting up waiting on me waiting on me girl waiting on me girl ohhh,True,"['alternative pop rock', 'neon pop punk', 'pop emo', 'pop punk', 'texas pop punk']",0,2014-01-14,3kYFawNQVZ00FQbgs4rVBe,Artist Vs Poet,45.0,126457.0,"[{'height': 1000, 'url': 'https://i.scdn.co/image/0078316432cdfb6733c3bde0dc61754d45442d0f', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/9b99c1bb64c969e19a59bc6a8f50155d537511c1', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/cfe1be969957fa426a64afefe2355dbd4c46e49c', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/81d6e8a4c30e6b1875ba1a5e81f892369f29b7ee', 'width': 64}]"
